sub_id,site_id,site_name,sub_name,cover,name,year,trtmt,plot,gfnarrowwalker,gfnarrowarft,sub_lat,sub_long,sub_ele
i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cassiope tetragona,2004,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,27,Salix pulchra,2004,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,28,XXXothermoss ,2004,CTL,5,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXpeltigera:QHI ,2004,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Salix reticulata,2004,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,60,Eriophorum vaginatum,2004,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,37,XXXlitter ,2004,CTL,5,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXLUZSP:QHI ,2004,CTL,5,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2004,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,XXXcarex:QHI ,2004,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2004,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Salix phlebophylla,2004,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXothergram ,2004,CTL,5,GRAMU,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,2004,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,47,Eriophorum vaginatum,2004,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Cetraria islandica,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,34,XXXothermoss ,2004,CTL,6,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,30,Salix pulchra,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,39,XXXlitter ,2004,CTL,6,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXotherherb:QHI ,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8,XXXcarex:QHI ,2004,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2004,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXotherlichen:QHI ,2004,CTL,6,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXpeltigera:QHI ,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Cetraria cucculata,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix arctica,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,6,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Dryas integrifolia,2004,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,91,Eriophorum vaginatum,2009,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,84,XXXlitter ,2009,CTL,1,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2009,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,2009,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Dryas integrifolia,2009,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXfeces ,2009,CTL,1,DUNG,DUNG,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Polygonum bistorta,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,14,Salix pulchra,2009,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,22,XXXothermoss ,2009,CTL,1,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXbareground ,2009,CTL,1,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Pedicularis sudetica,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXpeltigera:QHI ,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cassiope tetragona,2009,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,XXXcrustous:QHI ,2009,CTL,1,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2009,CTL,1,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXfungus ,2009,CTL,1,FUNGI,FUNGI,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Thamnolia subuliformis,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXliverwort:QHI ,2009,CTL,1,LIVERLE,LIVER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,XXXcladonia:QHI ,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,74,XXXlitter ,2009,CTL,2,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,XXXpeltigera:QHI ,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Cetraria cucculata,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Pedicularis sudetica,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Polygonum viviparum,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,22,Salix pulchra,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,38,XXXothermoss ,2009,CTL,2,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,58,Eriophorum vaginatum,2009,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,2009,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Senecio atropurpureus,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cetraria islandica,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,11,Arctagrostis latifolia,2009,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Polygonum bistorta,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,XXXcrustous:QHI ,2009,CTL,2,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXfeces ,2009,CTL,2,DUNG,DUNG,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2009,CTL,2,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXothergram ,2009,CTL,2,GRAMU,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,XXXbareground ,2009,CTL,2,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Salix phlebophylla,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,13,Salix reticulata,2009,CTL,2,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXcarex:QHI ,2009,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix arctica,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,25,XXXcarex:QHI ,2009,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Polygonum bistorta,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,24,Pyrola grandiflora,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,36,XXXothermoss ,2009,CTL,3,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,84,XXXlitter ,2009,CTL,3,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Arctagrostis latifolia,2009,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Salix reticulata,2009,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXpeltigera:QHI ,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Stellaria longipes,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,70,Eriophorum vaginatum,2009,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Thamnolia subuliformis,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,11,Salix pulchra,2009,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,XXXcrustous:QHI ,2009,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,50,XXXcarex:QHI ,2009,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,53,Eriophorum vaginatum,2009,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,81,XXXlitter ,2009,CTL,4,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,49,XXXothermoss ,2009,CTL,4,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,40,Salix pulchra,2009,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,XXXpeltigera:QHI ,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,Cetraria cucculata,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Senecio atropurpureus,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Arctagrostis latifolia,2009,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,Salix reticulata,2009,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,Dryas integrifolia,2009,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2009,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Senecio atropurpureus,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,82,Eriophorum vaginatum,2009,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,26,Salix pulchra,2009,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,72,XXXlitter ,2009,CTL,5,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,48,XXXothermoss ,2009,CTL,5,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,2009,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Stellaria longipes,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXotherherb:QHI ,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Arctagrostis latifolia,2009,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,16,XXXcarex:QHI ,2009,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,XXXpeltigera:QHI ,2009,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2009,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,2009,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2009,CTL,5,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2009,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Pedicularis sudetica,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2009,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,14,XXXcarex:QHI ,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Festuca baffinensis,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,60,XXXothermoss ,2009,CTL,6,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Arctagrostis latifolia,2009,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Senecio atropurpureus,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8,XXXotherherb:QHI ,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,70,Eriophorum vaginatum,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,69,XXXlitter ,2009,CTL,6,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,47,Salix pulchra,2009,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Dryas integrifolia,2009,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Poa arctica,2009,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,11,XXXpeltigera:QHI ,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cladina mitis,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Pedicularis sudetica,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Thamnolia subuliformis,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Polygonum bistorta,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix reticulata,2009,CTL,6,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2009,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.01,i36,QHI,QHI:KO,2,Cetraria cucculata,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,33,Dryas integrifolia,1999,CTL,1,SEVER,ESHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Senecio atropurpureus,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,55,XXXlitter ,1999,CTL,1,LITTER,LITTER,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,20,XXXbareground ,1999,CTL,1,SOIL,SOIL,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,5,Stellaria longipes,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,23,Salix arctica,1999,CTL,1,SDECI,DSHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,6,Poa arctica,1999,CTL,1,GRASS,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Oxytropis maydelliana,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,12,XXXothermoss ,1999,CTL,1,MOSSU,MOSS,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Salix reticulata,1999,CTL,1,SHRUBU,SHRUBU,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Pedicularis lanata,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Oxytropis campestris,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,4,XXXothergram ,1999,CTL,1,GRAMU,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,4,XXXLUZSP:QHI ,1999,CTL,1,RUSH,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,11,Lupinus arcticus,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,XXXpeltigera:QHI ,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,XXXotherlichen:QHI ,1999,CTL,1,LICHENU,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,XXXotherherb:QHI ,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,Thamnolia subuliformis,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,24,Salix arctica,1999,CTL,2,SDECI,DSHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,8,XXXothermoss ,1999,CTL,2,MOSSU,MOSS,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,9,XXXotherlichen:QHI ,1999,CTL,2,LICHENU,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Cetraria cucculata,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,59,Dryas integrifolia,1999,CTL,2,SEVER,ESHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,69,XXXlitter ,1999,CTL,2,LITTER,LITTER,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,8,XXXbareground ,1999,CTL,2,SOIL,SOIL,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,Oxytropis campestris,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Thamnolia subuliformis,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Oxytropis nigrescens,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Oxytropis maydelliana,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Astragalus umbellatus,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,Stellaria longipes,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,9,Poa arctica,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Senecio atropurpureus,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,Salix reticulata,1999,CTL,2,SHRUBU,SHRUBU,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,XXXpeltigera:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,XXXLUZSP:QHI ,1999,CTL,3,RUSH,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,50,Dryas integrifolia,1999,CTL,3,SEVER,ESHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,69,XXXlitter ,1999,CTL,3,LITTER,LITTER,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,7,Poa arctica,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Astragalus umbellatus,1999,CTL,3,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,16,Salix arctica,1999,CTL,3,SDECI,DSHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,XXXotherlichen:QHI ,1999,CTL,3,LICHENU,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,3,Oxytropis maydelliana,1999,CTL,3,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,9,XXXothermoss ,1999,CTL,3,MOSSU,MOSS,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,4,Cetraria cucculata,1999,CTL,3,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,22,XXXbareground ,1999,CTL,3,SOIL,SOIL,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Thamnolia subuliformis,1999,CTL,3,LFOLI,LICHEN,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,XXXotherherb:QHI ,1999,CTL,3,FORB,FORBSV,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,XXXunkwoody ,1999,CTL,3,SHRUBU,SHRUB,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,2,Arctagrostis latifolia,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,87",73
i36.01,i36,QHI,QHI:KO,1,Pedicularis vertisilata,1999,CTL,3,FORB,FORBSV,"69,58","138,87",73
