"","SITE","SUBSITE","TRTMT","PLOT","YEAR","SPP","STATUS","TISSUE","X","Y","Hit.Order","Abundance","Height..cm."
"11319","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",2,2,NA,2,1
"11320","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","FLOWER",2,2,NA,1,1
"11321","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",2,2,NA,1,1
"11322","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",3,2,NA,2,107
"11323","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,2,NA,2,1
"11324","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",3,2,NA,1,1
"11325","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",3,2,NA,1,1
"11326","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,3,2,NA,1,1
"11327","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",4,2,NA,3,71
"11328","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",4,2,NA,1,1
"11329","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,4,2,NA,1,1
"11330","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",5,2,NA,1,85
"11331","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,2,NA,2,1
"11332","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",5,2,NA,1,1
"11333","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",6,2,NA,1,68
"11334","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,2,NA,2,1
"11335","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",6,2,NA,2,1
"11336","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",6,2,NA,1,388
"11337","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",6,2,NA,1,1
"11338","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,2,NA,3,201
"11339","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,2,NA,2,1
"11340","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",7,2,NA,1,1
"11341","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,2,NA,1,1
"11342","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,2,NA,3,251
"11343","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",8,2,NA,1,1
"11344","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",8,2,NA,1,1
"11345","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",8,2,NA,2,26
"11346","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,8,2,NA,1,1
"11347","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",9,2,NA,2,96
"11348","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",9,2,NA,2,1
"11349","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",9,2,NA,1,62
"11350","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",9,2,NA,1,1
"11351","QHI","HE","CTL",6,2014,"XXXotherforb","LIVE","LEAF",9,2,NA,1,1
"11352","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,9,2,NA,1,1
"11353","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,2,NA,3,73
"11354","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",10,2,NA,3,1
"11355","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",10,2,NA,1,1
"11356","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",10,2,NA,2,388
"11357","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","FLOWER",1,3,NA,1,182
"11358","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",1,3,NA,1,1
"11359","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",1,3,NA,1,377
"11360","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",1,3,NA,2,1
"11361","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",1,3,NA,1,1
"11362","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",2,3,NA,2,66
"11363","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",2,3,NA,2,1
"11364","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",2,3,NA,1,1
"11365","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,2,3,NA,1,1
"11366","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",3,3,NA,2,159
"11367","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",3,3,NA,1,347
"11368","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",3,3,NA,2,1
"11369","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",3,3,NA,2,1
"11370","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",4,3,NA,4,119
"11371","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",4,3,NA,3,1
"11372","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",4,3,NA,1,1
"11373","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,4,3,NA,1,1
"11374","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",5,3,NA,4,119
"11375","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,3,NA,4,1
"11376","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",5,3,NA,1,1
"11377","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",5,3,NA,1,1
"11378","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",5,3,NA,1,1
"11379","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,3,NA,1,1
"11380","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,3,NA,3,99
"11381","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",6,3,NA,1,1
"11382","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,6,3,NA,1,1
"11383","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,3,NA,1,71
"11384","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,3,NA,3,1
"11385","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,3,NA,1,1
"11386","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,3,NA,3,45
"11387","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",8,3,NA,1,1
"11388","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,8,3,NA,1,1
"11389","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",9,3,NA,2,101
"11390","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",9,3,NA,2,1
"11391","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",9,3,NA,1,378
"11392","QHI","HE","CTL",6,2014,"XXXlitter","LIVE","LEAF",9,3,NA,1,1
"11393","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,3,NA,3,63
"11394","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",10,3,NA,3,1
"11395","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,10,3,NA,1,1
"11396","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",1,4,NA,1,32
"11397","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",1,4,NA,1,1
"11398","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",1,4,NA,1,1
"11399","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",2,4,NA,1,83
"11400","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",2,4,NA,3,1
"11401","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",2,4,NA,1,369
"11402","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",2,4,NA,1,1
"11403","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,2,4,NA,1,1
"11404","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","FLOWER",3,4,NA,1,284
"11405","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",3,4,NA,1,1
"11406","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,4,NA,4,1
"11407","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",3,4,NA,1,1
"11408","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",3,4,NA,1,1
"11409","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,3,4,NA,1,1
"11410","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",4,4,NA,1,48
"11411","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",4,4,NA,1,1
"11412","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",5,4,NA,3,91
"11413","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,4,NA,2,1
"11414","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",5,4,NA,2,385
"11415","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",5,4,NA,1,1
"11416","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,4,NA,1,1
"11417","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,4,NA,1,47
"11418","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",6,4,NA,5,1
"11419","QHI","HE","CTL",6,2014,"FESBAF","LIVE","LEAF",6,4,NA,1,1
"11420","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",6,4,NA,1,1
"11421","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,6,4,NA,1,1
"11422","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,4,NA,2,102
"11423","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,4,NA,3,1
"11424","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,4,NA,1,1
"11425","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,4,NA,4,46
"11426","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",8,4,NA,1,1
"11427","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,8,4,NA,1,1
"11428","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",9,4,NA,2,386
"11429","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",9,4,NA,3,1
"11430","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",9,4,NA,1,1
"11431","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,9,4,NA,1,1
"11432","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,4,NA,3,54
"11433","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",10,4,NA,1,343
"11434","QHI","HE","CTL",6,2014,"XXXpeltigera","LIVE","LEAF",10,4,NA,1,1
"11435","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","LEAF",1,5,NA,1,44
"11436","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",1,5,NA,1,1
"11437","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",1,5,NA,2,1
"11438","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,1,5,NA,1,1
"11439","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",2,5,NA,1,60
"11440","QHI","HE","CTL",6,2014,"POLVIV","LIVE","LEAF",2,5,NA,1,1
"11441","QHI","HE","CTL",6,2014,"XXXpeltigera","LIVE","LEAF",2,5,NA,1,1
"11442","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",2,5,NA,1,1
"11443","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",3,5,NA,2,63
"11444","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",3,5,NA,1,1
"11445","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,5,NA,2,1
"11446","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",3,5,NA,1,1
"11447","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",4,5,NA,2,31
"11448","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",4,5,NA,1,1
"11449","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",4,5,NA,1,1
"11450","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",5,5,NA,1,342
"11451","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,5,NA,1,1
"11452","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",5,5,NA,1,1
"11453","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",5,5,NA,1,1
"11454","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,5,NA,1,1
"11455","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,5,NA,1,71
"11456","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",6,5,NA,3,1
"11457","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",6,5,NA,1,65
"11458","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",6,5,NA,1,1
"11459","QHI","HE","CTL",6,2014,"CARDIG","LIVE","LEAF",6,5,NA,1,1
"11460","QHI","HE","CTL",6,2014,"PEDCAP","LIVE","LEAF",6,5,NA,1,1
"11461","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",6,5,NA,1,1
"11462","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,6,5,NA,1,1
"11463","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,5,NA,2,147
"11464","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,5,NA,3,1
"11465","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",7,5,NA,1,1
"11466","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,5,NA,1,1
"11467","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",8,5,NA,4,87
"11468","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,5,NA,5,1
"11469","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","FLOWER",8,5,NA,1,1
"11470","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",8,5,NA,1,1
"11471","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,8,5,NA,1,1
"11472","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",9,5,NA,5,36
"11473","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",9,5,NA,2,1
"11474","QHI","HE","CTL",6,2014,"XXXpeltigera","LIVE","LEAF",9,5,NA,1,1
"11475","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,9,5,NA,1,1
"11476","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,5,NA,3,379
"11477","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",10,5,NA,3,1
"11478","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",10,5,NA,1,1
"11479","QHI","HE","CTL",6,2014,"XXXlitter","LIVE","LEAF",10,5,NA,1,1
"11480","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",1,6,NA,1,37
"11481","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",1,6,NA,1,1
"11482","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",1,6,NA,1,357
"11483","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",1,6,NA,1,1
"11484","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,1,6,NA,1,1
"11485","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",2,6,NA,1,392
"11486","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",2,6,NA,2,1
"11487","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",2,6,NA,2,390
"11488","QHI","HE","CTL",6,2014,"XXXstandingwater",NA,NA,2,6,NA,1,1
"11489","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",3,6,NA,1,344
"11490","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,6,NA,1,1
"11491","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",3,6,NA,1,1
"11492","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",3,6,NA,1,1
"11493","QHI","HE","CTL",6,2014,"XXXstandingwater",NA,NA,3,6,NA,1,1
"11494","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",4,6,NA,1,66
"11495","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",4,6,NA,1,378
"11496","QHI","HE","CTL",6,2014,"CARDIG","LIVE","LEAF",4,6,NA,2,1
"11497","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",4,6,NA,1,1
"11498","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",5,6,NA,2,33
"11499","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",5,6,NA,1,1
"11500","QHI","HE","CTL",6,2014,"FESBAF","LIVE","LEAF",5,6,NA,1,1
"11501","QHI","HE","CTL",6,2014,"FESBAF","STANDINGDEAD","LEAF",5,6,NA,1,1
"11502","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",5,6,NA,1,1
"11503","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,6,NA,1,1
"11504","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,6,NA,1,41
"11505","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",6,6,NA,1,368
"11506","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",6,6,NA,1,1
"11507","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",6,6,NA,1,1
"11508","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","LEAF",7,6,NA,1,393
"11509","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,6,NA,1,1
"11510","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",7,6,NA,1,311
"11511","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",7,6,NA,1,1
"11512","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",8,6,NA,3,388
"11513","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,6,NA,3,1
"11514","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",8,6,NA,1,354
"11515","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",8,6,NA,1,1
"11516","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","LEAF",9,6,NA,3,390
"11517","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",9,6,NA,3,1
"11518","QHI","HE","CTL",6,2014,"CARDIG","LIVE","LEAF",9,6,NA,1,1
"11519","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",9,6,NA,1,1
"11520","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,9,6,NA,1,1
"11521","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,6,NA,1,370
"11522","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",10,6,NA,3,1
"11523","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",10,6,NA,1,1
"11524","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",1,7,NA,5,374
"11525","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",1,7,NA,2,1
"11526","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,1,7,NA,1,1
"11527","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",2,7,NA,1,71
"11528","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",2,7,NA,1,1
"11529","QHI","HE","CTL",6,2014,"XXXstandingwater",NA,NA,2,7,NA,1,1
"11530","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",3,7,NA,2,49
"11531","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,7,NA,2,1
"11532","QHI","HE","CTL",6,2014,"XXXpeltigera","LIVE","LEAF",3,7,NA,1,1
"11533","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",3,7,NA,1,1
"11534","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",4,7,NA,2,116
"11535","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",4,7,NA,5,1
"11536","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",4,7,NA,2,1
"11537","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",4,7,NA,1,74
"11538","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",4,7,NA,1,1
"11539","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,4,7,NA,1,1
"11540","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",5,7,NA,4,85
"11541","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,7,NA,1,1
"11542","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",5,7,NA,2,51
"11543","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,7,NA,1,1
"11544","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,7,NA,1,107
"11545","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","FLOWER",6,7,NA,1,1
"11546","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",6,7,NA,1,66
"11547","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",6,7,NA,1,1
"11548","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",6,7,NA,1,1
"11549","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,6,7,NA,1,1
"11550","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,7,NA,1,61
"11551","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,7,NA,3,1
"11552","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",7,7,NA,4,392
"11553","QHI","HE","CTL",6,2014,"SALPUL","LIVE","STEM",7,7,NA,1,1
"11554","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,7,NA,1,1
"11555","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",8,7,NA,1,37
"11556","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",8,7,NA,1,1
"11557","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",8,7,NA,1,1
"11558","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",9,7,NA,3,42
"11559","QHI","HE","CTL",6,2014,"ARCLAT","STANDINGDEAD","LEAF",9,7,NA,1,1
"11560","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",9,7,NA,1,1
"11561","QHI","HE","CTL",6,2014,"ARCLAT","LIVE","LEAF",10,7,NA,1,75
"11562","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",10,7,NA,2,1
"11563","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",10,7,NA,3,43
"11564","QHI","HE","CTL",6,2014,"PEDSUD","LIVE","LEAF",10,7,NA,1,1
"11565","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",10,7,NA,1,1
"11566","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",1,8,NA,2,79
"11567","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",1,8,NA,2,1
"11568","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,1,8,NA,1,1
"11569","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",2,8,NA,3,388
"11570","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",2,8,NA,1,1
"11571","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",2,8,NA,1,1
"11572","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,2,8,NA,1,1
"11573","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",3,8,NA,5,339
"11574","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",3,8,NA,3,1
"11575","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","FLOWER",3,8,NA,1,1
"11576","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",3,8,NA,2,53
"11577","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,3,8,NA,1,1
"11578","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",4,8,NA,5,94
"11579","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",4,8,NA,4,1
"11580","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",4,8,NA,2,44
"11581","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,4,8,NA,1,1
"11582","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",5,8,NA,2,98
"11583","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",5,8,NA,3,1
"11584","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,5,8,NA,1,1
"11585","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",6,8,NA,6,161
"11586","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",6,8,NA,3,1
"11587","QHI","HE","CTL",6,2014,"SALPUL","LIVE","LEAF",6,8,NA,2,393
"11588","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,6,8,NA,1,1
"11589","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",7,8,NA,3,94
"11590","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",7,8,NA,3,1
"11591","QHI","HE","CTL",6,2014,"XXXlitter","LITTER",NA,7,8,NA,1,1
"11592","QHI","HE","CTL",6,2014,"ERIVAG","LIVE","LEAF",8,8,NA,2,110
"11593","QHI","HE","CTL",6,2014,"ERIVAG","STANDINGDEAD","LEAF",8,8,NA,2,1
"11594","QHI","HE","CTL",6,2014,"XXXcarex","LIVE","LEAF",8,8,NA,1,1
"11595","QHI","HE","CTL",6,2014,"XXXcarex","STANDINGDEAD","LEAF",8,8,NA,1,1
"11596","QHI","HE","CTL",6,2014,"XXXothermoss","LIVE","LEAF",8,8,NA,1,1
